user	topic	link	utterance	category
Chew	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	but we NOT just gonna ignore how dirty yall did their body shape	dissent
Miroslav Svec	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	after i click on the fortnite game icon the game won't start and only this table will open.	dissent
Memeboi	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I would if I could even land there with all the sweats acting like it's fncs when they see someone else going for a capsule	concession
Pizza Bagle	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Dragon Ball Is Overrated	dissent
Pizza Bagle	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Anime In General Is Overrated	dissent
Jermaine Concept Creator	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	like seriously this is so badly done.	dissent
Jermaine Concept Creator	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Like the eyebrows and eyes wtf.	dissent
Jermaine Concept Creator	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	tf happened to their shoulders?	dissent
Jermaine Concept Creator	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Beerus looks fine but man you have done Vegeta and Goku dirty.	concession
Jermaine Concept Creator	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Who signed off on these models?	dissent
Furyviper	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	The models are fine wtf are talking about?	dissent
idendrawx	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	and the designs of goku and vegeta are quite ugly	dissent
Pika	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I understand that you want to respect the canon of collaboration items,	concession
Pika	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	but think about it for a moment.	lecture
Pika	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I have like 3 more objects in my locker that I don't use and in which your workers spent wasted time	dissent
Ayo?	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	If they increased his muscle mass just a LITTLE bit, he'd be perfect	lecture
know	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	add this as a style or your game sucks	lecture
Lolybit	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	It’s been years and twine peaks just exists, there’s nothing of story use there	dissent
Space Taco	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Might wanna rephrase that	lecture
Lucid	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I’m Just waiting on Servers	dissent
AMJ_405	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I'm going to tell you one thing and it's like a complaint	concession
AMJ_405	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	you changed the game's peephole and now it's smaller than before and it's unplayable	dissent
AMJ_405	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	every time I feel more disappointed in this game than I thought	dissent
puffs	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Sunny days sweepin the clouds away!	praise
wooper enthusiast	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I think you're obsessing over saiyan walk too much homie	lecture
Fatherless & Jobless Individual	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	y’all really stopped the server for a goofy anime skin	dissent
Gamer05	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Really do you need pllay fortnite 24h?	insinuation
MODZ	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Am I smelling one piece on the way	insinuation
CryptoKnight	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Probably all shonen since that’s all the kiddy’s watch anyways is shonen titles.	insinuation
Danny	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I love dragon ball, but I would to see this kind of event more later in the future please!	concession
Julia	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I was up for no reason it’s not even workingggg!	dissent
Moula	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	It's should've been one punch man.	lecture
Moula	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Not this mid anime	dissent
Usama Balhazal	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Everytime i run fortnite on my pc it crushes	dissent
Ako Fortnite News	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I think this is the best single Collab you guys have ever done, insane work!	praise
